date,amfi_code,nav,daily_return_pct
2022-08-30,102886,122.9718,0.026322
2022-08-31,102886,122.8866,-0.000693
2022-09-01,102886,122.009,-0.007142
2022-09-02,102886,120.5217,-0.01219
2022-09-05,102886,120.6372,0.000958
2022-09-06,102886,122.0787,0.011949
2022-09-07,102886,122.3061,0.001863
2022-09-08,102886,121.865,-0.003607
2022-09-09,102886,123.7951,0.015838
2022-09-12,102886,124.6653,0.007029
2022-09-13,102886,124.5802,-0.000683
2022-09-14,102886,123.5257,-0.008464
2022-09-15,102886,123.2332,-0.002368
2022-09-16,102886,124.016,0.006352
2022-09-19,102886,122.9461,-0.008627
2022-09-20,102886,121.2258,-0.013992
2022-09-21,102886,120.6125,-0.005059
2022-09-22,102886,120.6228,8.5e-05
2022-09-23,102886,122.6899,0.017137
2022-09-26,102886,121.0798,-0.013123
2022-09-27,102886,121.4908,0.003394
2022-09-28,102886,121.1696,-0.002644
2022-09-29,102886,120.921,-0.002052
2022-09-30,102886,123.2527,0.019283
2022-10-03,102886,123.4558,0.001648
2022-10-04,102886,122.1957,-0.010207
2022-10-05,102886,123.5858,0.011376
2022-10-06,102886,124.8818,0.010487
2022-10-07,102886,123.4775,-0.011245
2022-10-10,102886,121.8092,-0.013511
2022-10-11,102886,122.4918,0.005604
2022-10-12,102886,122.5261,0.00028
2022-10-13,102886,121.9201,-0.004946
2022-10-14,102886,123.5546,0.013406
2022-10-17,102886,122.7646,-0.006394
2022-10-18,102886,123.4689,0.005737
2022-10-19,102886,125.3015,0.014843
2022-10-20,102886,124.8782,-0.003378
2022-10-21,102886,122.2565,-0.020994
2022-10-24,102886,121.7502,-0.004141
2022-10-25,102886,122.1087,0.002945
2022-10-26,102886,123.6668,0.01276
2022-10-27,102886,122.9807,-0.005548
2022-10-28,102886,125.6281,0.021527
2022-10-31,102886,123.7737,-0.014761
2022-11-01,102886,124.1008,0.002643
2022-11-02,102886,123.8296,-0.002185
2022-11-03,102886,125.9272,0.016939
2022-11-04,102886,123.8091,-0.01682
2022-11-07,102886,124.5254,0.005786
2022-11-08,102886,124.2457,-0.002246
2022-11-09,102886,126.626,0.019158
2022-11-10,102886,125.4611,-0.0092
2022-11-11,102886,126.1714,0.005662
2022-11-14,102886,124.9962,-0.009314
2022-11-15,102886,125.3624,0.00293
2022-11-16,102886,124.8937,-0.003739
2022-11-17,102886,124.403,-0.003929
2022-11-18,102886,121.5607,-0.022848
2022-11-21,102886,122.2478,0.005652
2022-11-22,102886,120.756,-0.012203
2022-11-23,102886,119.2332,-0.012611
2022-11-24,102886,117.1132,-0.01778
2022-11-25,102886,115.7202,-0.011894
2022-11-28,102886,116.4941,0.006688
2022-11-29,102886,117.2039,0.006093
2022-11-30,102886,118.2184,0.008656
2022-12-01,102886,116.853,-0.01155
2022-12-02,102886,117.2328,0.00325
2022-12-05,102886,116.451,-0.006669
2022-12-06,102886,117.8688,0.012175
2022-12-07,102886,118.5513,0.00579
2022-12-08,102886,117.7028,-0.007157
2022-12-09,102886,119.2583,0.013215
2022-12-12,102886,120.0657,0.00677
2022-12-13,102886,118.1686,-0.015801
2022-12-14,102886,115.9062,-0.019146
2022-12-15,102886,114.1285,-0.015337
2022-12-16,102886,116.4822,0.020623
2022-12-19,102886,115.1527,-0.011414
2022-12-20,102886,117.8472,0.023399
2022-12-21,102886,116.4299,-0.012027
2022-12-22,102886,114.883,-0.013286
2022-12-23,102886,116.1777,0.01127
2022-12-26,102886,117.551,0.011821
2022-12-27,102886,118.4155,0.007354
2022-12-28,102886,119.4582,0.008805
2022-12-29,102886,118.3974,-0.00888
2022-12-30,102886,119.6645,0.010702
2023-01-02,102886,120.0897,0.003553
2023-01-03,102886,119.6465,-0.003691
2023-01-04,102886,119.8629,0.001809
2023-01-05,102886,121.4761,0.013459
2023-01-06,102886,122.1296,0.00538
2023-01-09,102886,119.0961,-0.024838
2023-01-10,102886,120.4545,0.011406
2023-01-11,102886,121.7168,0.010479
2023-01-12,102886,121.2476,-0.003855
2023-01-13,102886,121.4991,0.002074
2023-01-16,102886,121.7452,0.002026
2023-01-17,102886,118.975,-0.022754
2023-01-18,102886,118.4843,-0.004124
2023-01-19,102886,118.0503,-0.003663
2023-01-20,102886,117.9057,-0.001225
2023-01-23,102886,117.245,-0.005604
2023-01-24,102886,118.2587,0.008646
2023-01-25,102886,117.198,-0.008969
2023-01-26,102886,118.5615,0.011634
2023-01-27,102886,119.5191,0.008077
2023-01-30,102886,121.5631,0.017102
2023-01-31,102886,124.1958,0.021657
2023-02-01,102886,126.8957,0.021739
2023-02-02,102886,125.1921,-0.013425
2023-02-03,102886,125.7937,0.004805
2023-02-06,102886,124.8018,-0.007885
2023-02-07,102886,129.8868,0.040745
2023-02-08,102886,130.9332,0.008056
2023-02-09,102886,133.2616,0.017783
2023-02-10,102886,134.0482,0.005903
2023-02-13,102886,129.9735,-0.030397
2023-02-14,102886,128.8472,-0.008666
2023-02-15,102886,127.8804,-0.007503
2023-02-16,102886,127.3706,-0.003987
2023-02-17,102886,128.0063,0.004991
2023-02-20,102886,128.8636,0.006697
2023-02-21,102886,124.9586,-0.030303
2023-02-22,102886,124.6888,-0.002159
2023-02-23,102886,124.0495,-0.005127
2023-02-24,102886,126.2021,0.017353
2023-02-27,102886,127.1856,0.007793
2023-02-28,102886,126.9929,-0.001515
2023-03-01,102886,127.4193,0.003358
2023-03-02,102886,124.9565,-0.019328
2023-03-03,102886,126.0345,0.008627
2023-03-06,102886,125.5239,-0.004051
2023-03-07,102886,124.4007,-0.008948
2023-03-08,102886,126.4582,0.016539
2023-03-09,102886,126.9586,0.003957
2023-03-10,102886,126.0365,-0.007263
2023-03-13,102886,125.2125,-0.006538
2023-03-14,102886,125.8469,0.005067
2023-03-15,102886,126.3669,0.004132
2023-03-16,102886,126.4968,0.001028
2023-03-17,102886,124.772,-0.013635
2023-03-20,102886,123.2889,-0.011886
2023-03-21,102886,122.272,-0.008248
2023-03-22,102886,122.0676,-0.001672
2023-03-23,102886,122.0896,0.00018
2023-03-24,102886,121.9383,-0.001239
2023-03-27,102886,121.8539,-0.000692
2023-03-28,102886,124.7128,0.023462
2023-03-29,102886,126.072,0.010899
2023-03-30,102886,127.964,0.015007
2023-03-31,102886,128.7639,0.006251
2023-04-03,102886,128.9625,0.001542
2023-04-04,102886,129.6843,0.005597
2023-04-05,102886,130.123,0.003383
2023-04-06,102886,131.4762,0.010399
2023-04-07,102886,130.0383,-0.010937
2023-04-10,102886,131.2597,0.009393
2023-04-11,102886,131.6112,0.002678
2023-04-12,102886,128.8821,-0.020736
2023-04-13,102886,129.1014,0.001702
2023-04-14,102886,127.1845,-0.014848
2023-04-17,102886,126.458,-0.005712
2023-04-18,102886,126.3025,-0.00123
2023-04-19,102886,124.1283,-0.017214
2023-04-20,102886,124.1322,3.1e-05
2023-04-21,102886,124.3178,0.001495
2023-04-24,102886,125.5311,0.00976
2023-04-25,102886,124.9354,-0.004745
2023-04-26,102886,125.4311,0.003968
2023-04-27,102886,125.3725,-0.000467
2023-04-28,102886,124.8306,-0.004322
2023-05-01,102886,122.442,-0.019135
2023-05-02,102886,122.3611,-0.000661
2023-05-03,102886,123.5396,0.009631
2023-05-04,102886,122.2491,-0.010446
2023-05-05,102886,122.0131,-0.00193
2023-05-08,102886,121.9925,-0.000169
2023-05-09,102886,123.6963,0.013966
2023-05-10,102886,123.8244,0.001036
2023-05-11,102886,124.3359,0.004131
2023-05-12,102886,124.4069,0.000571
2023-05-15,102886,123.7595,-0.005204
2023-05-16,102886,122.1728,-0.012821
2023-05-17,102886,121.8388,-0.002734
2023-05-18,102886,122.4964,0.005397
2023-05-19,102886,122.7598,0.00215
2023-05-22,102886,125.0373,0.018552
2023-05-23,102886,126.5462,0.012068
2023-05-24,102886,128.5259,0.015644
2023-05-25,102886,125.522,-0.023372
2023-05-26,102886,128.0036,0.01977
2023-05-29,102886,128.4997,0.003876
2023-05-30,102886,129.2173,0.005584
2023-05-31,102886,130.6986,0.011464
2023-06-01,102886,130.8202,0.00093
2023-06-02,102886,129.2421,-0.012063
2023-06-05,102886,131.5893,0.018161
2023-06-06,102886,130.4729,-0.008484
2023-06-07,102886,129.0297,-0.011061
2023-06-08,102886,128.7552,-0.002127
2023-06-09,102886,128.2482,-0.003938
2023-06-12,102886,128.3406,0.00072
2023-06-13,102886,128.2763,-0.000501
2023-06-14,102886,130.4493,0.01694
2023-06-15,102886,131.257,0.006192
2023-06-16,102886,130.0039,-0.009547
2023-06-19,102886,128.9746,-0.007917
2023-06-20,102886,128.4634,-0.003964
2023-06-21,102886,127.9603,-0.003916
2023-06-22,102886,127.2602,-0.005471
2023-06-23,102886,125.6778,-0.012434
2023-06-26,102886,126.2005,0.004159
2023-06-27,102886,125.5989,-0.004767
2023-06-28,102886,124.26,-0.01066
2023-06-29,102886,125.0685,0.006507
2023-06-30,102886,126.4294,0.010881
2023-07-03,102886,126.1433,-0.002263
2023-07-04,102886,128.9488,0.022241
2023-07-05,102886,132.5032,0.027564
2023-07-06,102886,133.3836,0.006644
2023-07-07,102886,132.7267,-0.004925
2023-07-10,102886,133.2445,0.003901
2023-07-11,102886,131.3947,-0.013883
2023-07-12,102886,130.1184,-0.009713
2023-07-13,102886,127.6101,-0.019277
2023-07-14,102886,126.7393,-0.006824
2023-07-17,102886,124.9677,-0.013978
2023-07-18,102886,125.9895,0.008177
2023-07-19,102886,124.9491,-0.008258
2023-07-20,102886,125.4481,0.003994
2023-07-21,102886,126.6615,0.009673
2023-07-24,102886,128.5365,0.014803
2023-07-25,102886,128.0803,-0.003549
2023-07-26,102886,128.6441,0.004402
2023-07-27,102886,129.2597,0.004785
2023-07-28,102886,131.3314,0.016027
2023-07-31,102886,132.6583,0.010103
2023-08-01,102886,134.8349,0.016408
2023-08-02,102886,132.2642,-0.019066
2023-08-03,102886,131.3054,-0.007249
2023-08-04,102886,133.0267,0.013109
2023-08-07,102886,134.0449,0.007654
2023-08-08,102886,133.9348,-0.000821
2023-08-09,102886,133.2669,-0.004987
2023-08-10,102886,134.6216,0.010165
2023-08-11,102886,131.5582,-0.022756
2023-08-14,102886,132.9011,0.010208
2023-08-15,102886,133.1352,0.001761
2023-08-16,102886,132.4479,-0.005162
2023-08-17,102886,133.3367,0.006711
2023-08-18,102886,132.8116,-0.003938
2023-08-21,102886,132.9474,0.001023
2023-08-22,102886,132.9635,0.000121
2023-08-23,102886,134.2442,0.009632
2023-08-24,102886,134.5909,0.002583
2023-08-25,102886,131.6392,-0.021931
2023-08-28,102886,129.5514,-0.01586
2023-08-29,102886,127.9674,-0.012227
2023-08-30,102886,128.7554,0.006158
2023-08-31,102886,129.7039,0.007367
2023-09-01,102886,132.4124,0.020882
2023-09-04,102886,130.9027,-0.011402
2023-09-05,102886,133.0598,0.016479
2023-09-06,102886,130.0969,-0.022267
2023-09-07,102886,130.2123,0.000887
2023-09-08,102886,130.6832,0.003616
2023-09-11,102886,131.1501,0.003573
2023-09-12,102886,130.7531,-0.003027
2023-09-13,102886,131.0261,0.002088
2023-09-14,102886,129.1904,-0.01401
2023-09-15,102886,130.6232,0.011091
2023-09-18,102886,131.1027,0.003671
2023-09-19,102886,131.7612,0.005023
2023-09-20,102886,131.4106,-0.002661
2023-09-21,102886,130.984,-0.003246
2023-09-22,102886,131.8982,0.006979
2023-09-25,102886,134.523,0.0199
2023-09-26,102886,132.387,-0.015878
2023-09-27,102886,130.2063,-0.016472
2023-09-28,102886,130.71,0.003868
2023-09-29,102886,130.2792,-0.003296
2023-10-02,102886,130.5609,0.002162
2023-10-03,102886,130.6118,0.00039
2023-10-04,102886,131.6766,0.008152
2023-10-05,102886,131.3149,-0.002747
2023-10-06,102886,129.517,-0.013692
2023-10-09,102886,128.3849,-0.008741
2023-10-10,102886,128.2251,-0.001245
2023-10-11,102886,126.3987,-0.014244
2023-10-12,102886,126.4282,0.000233
2023-10-13,102886,126.6056,0.001403
2023-10-16,102886,126.1496,-0.003602
2023-10-17,102886,126.5513,0.003184
2023-10-18,102886,124.2134,-0.018474
2023-10-19,102886,122.8872,-0.010677
2023-10-20,102886,121.2998,-0.012918
2023-10-23,102886,122.6666,0.011268
2023-10-24,102886,126.1848,0.028681
2023-10-25,102886,124.9457,-0.00982
2023-10-26,102886,124.6785,-0.002139
2023-10-27,102886,123.7314,-0.007596
2023-10-30,102886,124.1432,0.003328
2023-10-31,102886,123.3256,-0.006586
2023-11-01,102886,123.8273,0.004068
2023-11-02,102886,124.901,0.008671
2023-11-03,102886,123.1679,-0.013876
2023-11-06,102886,123.6522,0.003932
2023-11-07,102886,121.107,-0.020584
2023-11-08,102886,120.8172,-0.002393
2023-11-09,102886,120.4313,-0.003194
2023-11-10,102886,120.1825,-0.002066
2023-11-13,102886,119.8153,-0.003055
2023-11-14,102886,119.188,-0.005236
2023-11-15,102886,118.8896,-0.002504
2023-11-16,102886,119.3094,0.003531
2023-11-17,102886,119.771,0.003869
2023-11-20,102886,120.0172,0.002056
2023-11-21,102886,119.2765,-0.006172
2023-11-22,102886,120.9104,0.013698
2023-11-23,102886,123.2212,0.019112
2023-11-24,102886,121.4174,-0.014639
2023-11-27,102886,121.7385,0.002645
2023-11-28,102886,121.14,-0.004916
2023-11-29,102886,122.5721,0.011822
2023-11-30,102886,122.6364,0.000525
2023-12-01,102886,122.7973,0.001312
2023-12-04,102886,123.6102,0.00662
2023-12-05,102886,123.2539,-0.002882
2023-12-06,102886,125.8385,0.02097
2023-12-07,102886,126.694,0.006798
2023-12-08,102886,128.201,0.011895
2023-12-11,102886,127.9493,-0.001963
2023-12-12,102886,127.8475,-0.000796
2023-12-13,102886,129.1827,0.010444
2023-12-14,102886,130.3749,0.009229
2023-12-15,102886,128.5276,-0.014169
2023-12-18,102886,128.8109,0.002204
2023-12-19,102886,129.6309,0.006366
2023-12-20,102886,129.5163,-0.000884
2023-12-21,102886,130.1928,0.005223
2023-12-22,102886,130.1435,-0.000379
2023-12-25,102886,126.776,-0.025875
2023-12-26,102886,124.8866,-0.014903
2023-12-27,102886,126.4378,0.012421
2023-12-28,102886,126.1536,-0.002248
2023-12-29,102886,126.5256,0.002949
2024-01-01,102886,126.6055,0.000631
2024-01-02,102886,125.4456,-0.009162
2024-01-03,102886,124.8305,-0.004903
2024-01-04,102886,125.4075,0.004622
2024-01-05,102886,126.1412,0.005851
2024-01-08,102886,129.5762,0.027231
2024-01-09,102886,128.9243,-0.005031
2024-01-10,102886,131.6169,0.020885
2024-01-11,102886,130.3564,-0.009577
2024-01-12,102886,131.2094,0.006544
2024-01-15,102886,131.5778,0.002808
2024-01-16,102886,131.4684,-0.000831
2024-01-17,102886,131.5482,0.000607
2024-01-18,102886,130.6597,-0.006754
2024-01-19,102886,132.17,0.011559
2024-01-22,102886,130.9321,-0.009366
2024-01-23,102886,131.5193,0.004485
2024-01-24,102886,132.8041,0.009769
2024-01-25,102886,135.1138,0.017392
2024-01-26,102886,136.7867,0.012381
2024-01-29,102886,137.82,0.007554
2024-01-30,102886,136.8643,-0.006934
2024-01-31,102886,135.6747,-0.008692
2024-02-01,102886,133.9286,-0.01287
2024-02-02,102886,132.0537,-0.013999
2024-02-05,102886,132.1406,0.000658
2024-02-06,102886,131.0836,-0.007999
2024-02-07,102886,133.0684,0.015141
2024-02-08,102886,132.2386,-0.006236
2024-02-09,102886,132.4772,0.001804
2024-02-12,102886,132.1474,-0.002489
2024-02-13,102886,130.0332,-0.015999
2024-02-14,102886,131.8288,0.013809
2024-02-15,102886,133.0204,0.009039
2024-02-16,102886,134.4078,0.01043
2024-02-19,102886,135.4596,0.007825
2024-02-20,102886,134.3245,-0.00838
2024-02-21,102886,133.2298,-0.00815
2024-02-22,102886,134.0429,0.006103
2024-02-23,102886,136.6334,0.019326
2024-02-26,102886,137.3587,0.005308
2024-02-27,102886,139.0705,0.012462
2024-02-28,102886,138.2912,-0.005604
2024-02-29,102886,140.2149,0.013911
2024-03-01,102886,139.6069,-0.004336
2024-03-04,102886,140.1032,0.003555
2024-03-05,102886,139.5847,-0.003701
2024-03-06,102886,141.1733,0.011381
2024-03-07,102886,142.8033,0.011546
2024-03-08,102886,140.396,-0.016857
2024-03-11,102886,142.7371,0.016675
2024-03-12,102886,146.9543,0.029545
2024-03-13,102886,146.4294,-0.003572
2024-03-14,102886,146.306,-0.000843
2024-03-15,102886,148.5928,0.01563
2024-03-18,102886,148.8119,0.001474
2024-03-19,102886,148.9053,0.000628
2024-03-20,102886,152.4276,0.023655
2024-03-21,102886,150.0779,-0.015415
2024-03-22,102886,148.7677,-0.00873
2024-03-25,102886,149.6145,0.005692
2024-03-26,102886,146.8413,-0.018536
2024-03-27,102886,146.2858,-0.003783
2024-03-28,102886,145.7165,-0.003892
2024-03-29,102886,147.503,0.01226
2024-04-01,102886,148.8317,0.009008
2024-04-02,102886,145.9617,-0.019284
2024-04-03,102886,144.8535,-0.007592
2024-04-04,102886,143.759,-0.007556
2024-04-05,102886,143.4836,-0.001916
2024-04-08,102886,141.7066,-0.012385
2024-04-09,102886,142.5709,0.006099
2024-04-10,102886,141.4866,-0.007605
2024-04-11,102886,142.5831,0.00775
2024-04-12,102886,142.6745,0.000641
2024-04-15,102886,141.1176,-0.010912
2024-04-16,102886,143.5788,0.017441
2024-04-17,102886,146.1345,0.0178
2024-04-18,102886,146.7422,0.004158
2024-04-19,102886,146.4214,-0.002186
2024-04-22,102886,144.6795,-0.011896
2024-04-23,102886,146.6451,0.013586
2024-04-24,102886,148.196,0.010576
2024-04-25,102886,146.8583,-0.009027
2024-04-26,102886,145.7543,-0.007517
2024-04-29,102886,146.6525,0.006162
2024-04-30,102886,144.7013,-0.013305
2024-05-01,102886,143.7186,-0.006791
2024-05-02,102886,142.0356,-0.01171
2024-05-03,102886,140.4264,-0.01133
2024-05-06,102886,139.3153,-0.007912
2024-05-07,102886,140.9293,0.011585
2024-05-08,102886,138.0938,-0.02012
2024-05-09,102886,138.9058,0.00588
2024-05-10,102886,139.4293,0.003769
2024-05-13,102886,141.1499,0.01234
2024-05-14,102886,141.6804,0.003758
2024-05-15,102886,141.1346,-0.003852
2024-05-16,102886,139.8583,-0.009043
2024-05-17,102886,141.6216,0.012608
2024-05-20,102886,142.5626,0.006644
2024-05-21,102886,141.8193,-0.005214
2024-05-22,102886,143.4673,0.01162
2024-05-23,102886,142.8,-0.004651
2024-05-24,102886,142.8947,0.000663
2024-05-27,102886,141.9603,-0.006539
2024-05-28,102886,142.9667,0.007089
2024-05-29,102886,141.3709,-0.011162
2024-05-30,102886,140.9617,-0.002895
2024-05-31,102886,139.956,-0.007135
2024-06-03,102886,140.4932,0.003838
2024-06-04,102886,141.2432,0.005338
2024-06-05,102886,139.483,-0.012462
2024-06-06,102886,140.2577,0.005554
2024-06-07,102886,137.8935,-0.016856
2024-06-10,102886,141.6546,0.027275
2024-06-11,102886,140.8851,-0.005432
2024-06-12,102886,142.7618,0.013321
2024-06-13,102886,143.2025,0.003087
2024-06-14,102886,143.7145,0.003575
2024-06-17,102886,141.8183,-0.013194
2024-06-18,102886,143.3539,0.010828
2024-06-19,102886,143.5342,0.001258
2024-06-20,102886,144.4415,0.006321
2024-06-21,102886,144.3821,-0.000411
2024-06-24,102886,144.7046,0.002234
2024-06-25,102886,143.2728,-0.009895
2024-06-26,102886,143.1074,-0.001154
2024-06-27,102886,142.4861,-0.004341
2024-06-28,102886,141.3832,-0.00774
2024-07-01,102886,141.7066,0.002287
2024-07-02,102886,142.4203,0.005036
2024-07-03,102886,142.9449,0.003683
2024-07-04,102886,142.8663,-0.00055
2024-07-05,102886,143.6679,0.005611
2024-07-08,102886,144.1822,0.00358
2024-07-09,102886,144.448,0.001844
2024-07-10,102886,144.8332,0.002667
2024-07-11,102886,146.9977,0.014945
2024-07-12,102886,144.9905,-0.013655
2024-07-15,102886,144.5361,-0.003134
2024-07-16,102886,145.2202,0.004733
2024-07-17,102886,142.5913,-0.018103
2024-07-18,102886,145.0684,0.017372
2024-07-19,102886,145.6097,0.003731
2024-07-22,102886,147.3863,0.012201
2024-07-23,102886,149.4757,0.014176
2024-07-24,102886,150.3168,0.005627
2024-07-25,102886,146.4521,-0.02571
2024-07-26,102886,146.8102,0.002445
2024-07-29,102886,147.2823,0.003216
2024-07-30,102886,145.4769,-0.012258
2024-07-31,102886,142.49,-0.020532
2024-08-01,102886,143.3762,0.006219
2024-08-02,102886,141.3438,-0.014175
2024-08-05,102886,144.9723,0.025671
2024-08-06,102886,145.5277,0.003831
2024-08-07,102886,148.0007,0.016993
2024-08-08,102886,148.1558,0.001048
2024-08-09,102886,149.5954,0.009717
2024-08-12,102886,149.7918,0.001313
2024-08-13,102886,151.7079,0.012792
2024-08-14,102886,148.1514,-0.023443
2024-08-15,102886,149.8357,0.011369
2024-08-16,102886,151.1418,0.008717
2024-08-19,102886,150.965,-0.00117
2024-08-20,102886,150.3289,-0.004214
2024-08-21,102886,149.8928,-0.002901
2024-08-22,102886,150.5024,0.004067
2024-08-23,102886,152.8083,0.015321
2024-08-26,102886,151.9369,-0.005703
2024-08-27,102886,148.974,-0.019501
2024-08-28,102886,153.5742,0.030879
2024-08-29,102886,154.9181,0.008751
2024-08-30,102886,154.2985,-0.004
2024-09-02,102886,156.6153,0.015015
2024-09-03,102886,158.4822,0.01192
2024-09-04,102886,159.5263,0.006588
2024-09-05,102886,158.7251,-0.005022
2024-09-06,102886,160.1059,0.008699
2024-09-09,102886,162.317,0.01381
2024-09-10,102886,159.1168,-0.019716
2024-09-11,102886,159.6525,0.003367
2024-09-12,102886,160.3315,0.004253
2024-09-13,102886,160.9514,0.003866
2024-09-16,102886,161.1491,0.001228
2024-09-17,102886,163.5634,0.014982
2024-09-18,102886,163.2603,-0.001853
2024-09-19,102886,163.365,0.000641
2024-09-20,102886,164.0941,0.004463
2024-09-23,102886,163.8552,-0.001456
2024-09-24,102886,161.2682,-0.015788
2024-09-25,102886,161.7912,0.003243
2024-09-26,102886,162.3378,0.003378
2024-09-27,102886,161.7389,-0.003689
2024-09-30,102886,161.592,-0.000908
2024-10-01,102886,155.6624,-0.036695
2024-10-02,102886,158.0367,0.015253
2024-10-03,102886,159.8581,0.011525
2024-10-04,102886,157.4249,-0.015221
2024-10-07,102886,156.2627,-0.007383
2024-10-08,102886,159.1028,0.018175
2024-10-09,102886,157.0246,-0.013062
2024-10-10,102886,158.033,0.006422
2024-10-11,102886,157.2111,-0.005201
2024-10-14,102886,158.0914,0.005599
2024-10-15,102886,158.293,0.001275
2024-10-16,102886,157.8638,-0.002711
2024-10-17,102886,158.7066,0.005339
2024-10-18,102886,157.8793,-0.005213
2024-10-21,102886,154.6478,-0.020468
2024-10-22,102886,153.0433,-0.010375
2024-10-23,102886,151.2378,-0.011797
2024-10-24,102886,148.462,-0.018354
2024-10-25,102886,149.2205,0.005109
2024-10-28,102886,149.0127,-0.001393
2024-10-29,102886,149.7463,0.004923
2024-10-30,102886,150.7842,0.006931
2024-10-31,102886,152.2583,0.009776
2024-11-01,102886,153.1049,0.00556
2024-11-04,102886,151.4224,-0.010989
2024-11-05,102886,152.5793,0.00764
2024-11-06,102886,153.0881,0.003335
2024-11-07,102886,157.2601,0.027252
2024-11-08,102886,157.3812,0.00077
2024-11-11,102886,158.2108,0.005271
2024-11-12,102886,158.1379,-0.000461
2024-11-13,102886,158.3373,0.001261
2024-11-14,102886,158.4089,0.000452
2024-11-15,102886,157.6933,-0.004517
2024-11-18,102886,158.135,0.002801
2024-11-19,102886,159.4237,0.008149
2024-11-20,102886,158.7323,-0.004337
2024-11-21,102886,160.4359,0.010733
2024-11-22,102886,161.9227,0.009267
2024-11-25,102886,160.3338,-0.009813
2024-11-26,102886,158.602,-0.010801
2024-11-27,102886,159.5626,0.006057
2024-11-28,102886,158.5514,-0.006337
2024-11-29,102886,156.685,-0.011772
2024-12-02,102886,160.046,0.021451
2024-12-03,102886,158.3124,-0.010832
2024-12-04,102886,155.5565,-0.017408
2024-12-05,102886,154.2082,-0.008668
2024-12-06,102886,154.7407,0.003453
2024-12-09,102886,154.9815,0.001556
2024-12-10,102886,158.629,0.023535
2024-12-11,102886,157.2829,-0.008486
2024-12-12,102886,157.8346,0.003508
2024-12-13,102886,160.0888,0.014282
2024-12-16,102886,158.9382,-0.007187
2024-12-17,102886,160.3907,0.009139
2024-12-18,102886,157.0177,-0.02103
2024-12-19,102886,160.4662,0.021962
2024-12-20,102886,162.4978,0.012661
2024-12-23,102886,161.2881,-0.007444
2024-12-24,102886,163.0079,0.010663
2024-12-25,102886,165.7019,0.016527
2024-12-26,102886,163.2759,-0.014641
2024-12-27,102886,162.2171,-0.006485
2024-12-30,102886,164.9631,0.016928
2024-12-31,102886,165.2077,0.001483
2025-01-01,102886,166.1845,0.005913
2025-01-02,102886,166.4364,0.001516
2025-01-03,102886,168.3354,0.01141
2025-01-06,102886,169.4863,0.006837
2025-01-07,102886,169.8164,0.001948
2025-01-08,102886,165.7097,-0.024183
2025-01-09,102886,167.0967,0.00837
2025-01-10,102886,168.6753,0.009447
2025-01-13,102886,166.3034,-0.014062
2025-01-14,102886,164.0983,-0.01326
2025-01-15,102886,165.2295,0.006893
2025-01-16,102886,165.726,0.003005
2025-01-17,102886,161.9641,-0.0227
2025-01-20,102886,160.4866,-0.009122
2025-01-21,102886,161.1993,0.004441
2025-01-22,102886,162.6198,0.008812
2025-01-23,102886,161.5955,-0.006299
2025-01-24,102886,161.4194,-0.00109
2025-01-27,102886,159.8372,-0.009802
2025-01-28,102886,162.4997,0.016658
2025-01-29,102886,162.9495,0.002768
2025-01-30,102886,161.7616,-0.00729
2025-01-31,102886,159.6459,-0.013079
2025-02-03,102886,157.3495,-0.014384
2025-02-04,102886,160.907,0.022609
2025-02-05,102886,160.6816,-0.001401
2025-02-06,102886,160.023,-0.004099
2025-02-07,102886,159.7228,-0.001876
2025-02-10,102886,158.6295,-0.006845
2025-02-11,102886,158.5334,-0.000606
2025-02-12,102886,158.7067,0.001093
2025-02-13,102886,158.8423,0.000854
2025-02-14,102886,156.5655,-0.014334
2025-02-17,102886,158.3536,0.011421
2025-02-18,102886,157.4152,-0.005926
2025-02-19,102886,156.2845,-0.007183
2025-02-20,102886,155.0781,-0.007719
2025-02-21,102886,153.2402,-0.011851
2025-02-24,102886,153.8359,0.003887
2025-02-25,102886,155.5975,0.011451
2025-02-26,102886,154.361,-0.007947
2025-02-27,102886,151.095,-0.021158
2025-02-28,102886,149.3496,-0.011552
2025-03-03,102886,148.6506,-0.00468
2025-03-04,102886,146.5746,-0.013966
2025-03-05,102886,145.6262,-0.00647
2025-03-06,102886,144.7657,-0.005909
2025-03-07,102886,144.8365,0.000489
2025-03-10,102886,142.4322,-0.0166
2025-03-11,102886,143.5214,0.007647
2025-03-12,102886,146.5019,0.020767
2025-03-13,102886,149.1299,0.017938
2025-03-14,102886,148.191,-0.006296
2025-03-17,102886,149.4825,0.008715
2025-03-18,102886,150.5718,0.007287
2025-03-19,102886,150.5949,0.000153
2025-03-20,102886,151.0162,0.002798
2025-03-21,102886,152.3586,0.008889
2025-03-24,102886,154.0819,0.011311
2025-03-25,102886,152.6953,-0.008999
2025-03-26,102886,154.1718,0.00967
2025-03-27,102886,157.3839,0.020835
2025-03-28,102886,159.1618,0.011297
2025-03-31,102886,162.2252,0.019247
2025-04-01,102886,157.3918,-0.029794
2025-04-02,102886,158.625,0.007835
2025-04-03,102886,159.2349,0.003845
2025-04-04,102886,161.3133,0.013052
2025-04-07,102886,159.2619,-0.012717
2025-04-08,102886,158.4069,-0.005369
2025-04-09,102886,160.2315,0.011518
2025-04-10,102886,158.3189,-0.011936
2025-04-11,102886,158.8859,0.003581
2025-04-14,102886,158.9609,0.000472
2025-04-15,102886,158.6956,-0.001669
